module	name	pathway group	Algiphilus_aromaticivorans_DG1253_APAlg.faa.ko	Algiphilus_sp_SW459_GCF_023145115.1.faa.ko	Arenibacter_algicola_GCF_002234495.1.faa.ko	Arenibacter_algicola_GCF_006789585.1.faa.ko	Arenibacter_algicola_GCF_018860365.1.faa.ko	Arenibacter_algicola_TG409_APAre.faa.ko	Arenibacter_echinorum_GCF_003259375.1.faa.ko	Arenibacter_sp_NBRC_GCF_001748465.2.faa.ko	Halomonas_alkaliantarctica_GCF_029854215.1.faa.ko	Halomonas_hibernica_GCF_013183775.1.faa.ko	Halomonas_sp._TG39a_APHal.faa.ko	Halomonas_ventosae_GCF_002257525.1.faa.ko	Halomonas_ventosae_GCF_004363555.1.faa.ko	Marinobacter_algicola_DG893_GCF_000170835.1.faa.ko	Marinobacter_salarius_GCF_000831005.1.faa.ko	Marinobacter_salarius_GCF_002116735.1.faa.ko	Marinobacter_salarius_GCF_003986605.1.faa.ko	Marinobacter_sediminicola_GCF_031157525.1.faa.ko	Marinobacter_sp_strain_MCTG268_APMar.faa.ko	Marinobacter_xiaoshiensis_GCF_031631795.1.faa.ko	Oceanicola_granulosus_HTCC2516_GCF_000153305.1.faa.ko	Oceanicola_sp._D3_GCF_006351965.1.faa.ko	Oceanicola_sp_MCTG1561a_APOce.faa.ko	Porticoccus_hydrocarbonoclasticus_MCTG13d_APPor.faa.ko	Porticoccus_litoralis_GCF_030676955.1.faa.ko	Roseovarius_indicus_GCF_008728195.1.faa.ko	Roseovarius_mucosus_DSM_17069_GCF_000768555.3.faa.ko	Roseovarius_nanhaiticus_GCF_900156535.1.faa.ko	Roseovarius_sp_217_GCF_000152845.1.faa.ko	Roseovarius_sp_GCF_018066915.1.faa.ko	Roseovarius_sp_MCTG1562b_APRos.faa.ko
M00076	Dermatan sulfate degradation	Glycosaminoglycan metabolism	0.0	0.0	20.0	20.0	40.0	20.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00077	Chondroitin sulfate degradation	Glycosaminoglycan metabolism	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00078	Heparan sulfate degradation	Glycosaminoglycan metabolism	0.0	0.0	25.0	37.5	37.5	25.0	37.5	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0
M00079	Keratan sulfate degradation	Glycosaminoglycan metabolism	0.0	0.0	25.0	25.0	25.0	25.0	50.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00026	Histidine biosynthesis, PRPP => histidine	Histidine metabolism	71.43	64.29	64.29	64.29	64.29	64.29	71.43	64.29	64.29	64.29	64.29	64.29	64.29	71.43	71.43	71.43	71.43	62.5	71.43	71.43	64.29	68.75	64.29	71.43	62.5	64.29	64.29	64.29	64.29	71.43	64.29
M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Histidine metabolism	20.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	0.0	0.0	60.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	20.0	60.0	0.0	0.0	60.0	60.0	60.0	60.0	60.0	60.0
M00066	Lactosylceramide biosynthesis	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00067	Sulfoglycolipids biosynthesis, ceramide--1-alkyl-2-acylglycerol => sulfatide--seminolipid	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate--3-hydroxybutyrate--acetone	Lipid metabolism	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	50.0	25.0	25.0	25.0	25.0	25.0	50.0
M00089	Triacylglycerol biosynthesis	Lipid metabolism	50.0	50.0	50.0	25.0	50.0	50.0	50.0	50.0	25.0	25.0	25.0	25.0	25.0	50.0	50.0	50.0	50.0	25.0	50.0	50.0	50.0	0.0	50.0	25.0	25.0	50.0	50.0	50.0	50.0	50.0	50.0
M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	66.67	0.0	0.0	0.0	0.0	0.0	0.0
M00094	Ceramide biosynthesis	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00098	Acylglycerol degradation	Lipid metabolism	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	0.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	0.0	50.0	50.0	50.0	50.0	0.0	0.0	0.0	0.0	0.0
M00099	Sphingosine biosynthesis	Lipid metabolism	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00100	Sphingosine degradation	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00113	Jasmonic acid biosynthesis	Lipid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Lipopolysaccharide metabolism	44.44	44.44	22.22	22.22	22.22	22.22	22.22	22.22	44.44	44.44	44.44	44.44	44.44	44.44	22.22	44.44	44.44	33.33	44.44	44.44	11.11	22.22	22.22	33.33	66.67	44.44	11.11	33.33	11.11	11.11	33.33
M00063	CMP-KDO biosynthesis	Lipopolysaccharide metabolism	50.0	75.0	50.0	50.0	50.0	50.0	50.0	50.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	75.0	25.0	25.0	25.0	75.0	100.0	25.0	25.0	25.0	25.0	25.0	25.0
M00064	ADP-L-glycero-D-manno-heptose biosynthesis	Lipopolysaccharide metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	20.0	20.0	20.0	20.0	0.0	0.0	0.0	0.0	20.0	0.0	20.0	0.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Lipopolysaccharide metabolism	55.56	55.56	33.33	33.33	33.33	33.33	33.33	33.33	55.56	55.56	55.56	55.56	55.56	55.56	33.33	55.56	55.56	44.44	55.56	55.56	22.22	33.33	33.33	44.44	66.67	55.56	22.22	44.44	22.22	22.22	44.44
M00867	KDO2-lipid A modification pathway	Lipopolysaccharide metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Lysine metabolism	44.44	22.22	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	44.44	66.67	55.56	66.67	66.67	44.44	66.67	55.56	44.44	44.44	44.44	66.67	66.67	55.56	55.56	44.44	55.56	44.44	44.44
M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Lysine metabolism	12.5	12.5	12.5	12.5	12.5	12.5	12.5	12.5	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	12.5	12.5	12.5	0.0	12.5	12.5	25.0	12.5
M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	Lysine metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Lysine metabolism	11.11	27.78	11.11	11.11	11.11	11.11	11.11	11.11	27.78	27.78	27.78	27.78	22.22	27.78	22.22	22.22	22.22	27.78	27.78	27.78	11.11	5.56	11.11	11.11	27.78	11.11	11.11	27.78	11.11	11.11	27.78
M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	Lysine metabolism	50.0	50.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	33.33	33.33	50.0	33.33	16.67	33.33	33.33	16.67	33.33	33.33	16.67	16.67	0.0	50.0	50.0	33.33	0.0	0.0	0.0	25.0	0.0
M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Lysine metabolism	33.33	33.33	22.22	22.22	22.22	22.22	22.22	22.22	22.22	22.22	22.22	22.22	33.33	44.44	11.11	44.44	44.44	22.22	44.44	33.33	33.33	44.44	33.33	22.22	55.56	22.22	33.33	22.22	22.22	33.33	33.33
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Lysine metabolism	33.33	33.33	33.33	33.33	33.33	33.33	33.33	33.33	16.67	16.67	16.67	16.67	33.33	50.0	33.33	50.0	50.0	33.33	50.0	50.0	33.33	33.33	33.33	50.0	50.0	33.33	33.33	33.33	33.33	33.33	33.33
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Lysine metabolism	42.86	28.57	28.57	28.57	28.57	28.57	28.57	28.57	14.29	14.29	14.29	14.29	28.57	42.86	42.86	42.86	42.86	14.29	42.86	28.57	42.86	28.57	42.86	42.86	57.14	42.86	42.86	42.86	42.86	42.86	42.86
M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	Macrolide biosynthesis	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	12.5	0.0	12.5	0.0	0.0	12.5	0.0	0.0	12.5	0.0	0.0	0.0	12.5	0.0	12.5	0.0	0.0	0.0
M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A--B	Macrolide biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	Macrolide biosynthesis	0.0	0.0	20.0	20.0	20.0	20.0	20.0	20.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	20.0
M00776	Pikromycin--methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide--10-deoxymethynolide => pikromycin--methymycin	Macrolide biosynthesis	6.25	0.0	6.25	12.5	6.25	6.25	0.0	6.25	31.25	0.0	0.0	0.0	31.25	0.0	0.0	6.25	6.25	12.5	6.25	0.0	0.0	0.0	0.0	0.0	12.5	6.25	0.0	0.0	6.25	6.25	6.25
M00777	Avermectin biosynthesis, 2-methylbutanoyl-CoA--isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a--1b aglycone => avermectin A1a--B1a--A1b--B1b	Macrolide biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00611	Oxygenic photosynthesis in plants and cyanobacteria	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00612	Anoxygenic photosynthesis in purple bacteria	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00613	Anoxygenic photosynthesis in green nonsulfur bacteria	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00614	Anoxygenic photosynthesis in green sulfur bacteria	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00615	Nitrate assimilation	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00616	Sulfate-sulfur assimilation	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00617	Methanogen	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00618	Acetogen	Metabolic capacity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00174	Methane oxidation, methanotroph, methane => formaldehyde	Methane metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	8.33	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	0.0	0.0	0.0	25.0	0.0	25.0	0.0	25.0
M00344	Formaldehyde assimilation, xylulose monophosphate pathway	Methane metabolism	0.0	0.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0
M00345	Formaldehyde assimilation, ribulose monophosphate pathway	Methane metabolism	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0
M00346	Formaldehyde assimilation, serine pathway	Methane metabolism	27.78	38.89	38.89	38.89	38.89	38.89	44.44	38.89	55.56	55.56	55.56	55.56	72.22	50.0	38.89	50.0	50.0	38.89	50.0	38.89	38.89	50.0	55.56	50.0	44.44	55.56	55.56	55.56	55.56	66.67	55.56
M00356	Methanogenesis, methanol => methane	Methane metabolism	16.67	0.0	16.67	16.67	16.67	16.67	16.67	16.67	11.11	16.67	16.67	16.67	11.11	11.11	11.11	16.67	16.67	16.67	11.11	16.67	16.67	0.0	11.11	0.0	16.67	16.67	16.67	16.67	16.67	16.67	16.67
M00357	Methanogenesis, acetate => methane	Methane metabolism	10.0	0.0	41.67	41.67	41.67	41.67	41.67	41.67	38.89	41.67	41.67	41.67	38.89	6.67	6.67	10.0	10.0	41.67	6.67	41.67	25.0	16.67	22.22	16.67	10.0	25.0	25.0	25.0	25.0	25.0	25.0
M00358	Coenzyme M biosynthesis	Methane metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
M00378	F420 biosynthesis	Methane metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Methane metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00563	Methanogenesis, methylamine--dimethylamine--trimethylamine => methane	Methane metabolism	12.5	0.0	12.5	12.5	12.5	12.5	12.5	12.5	8.33	12.5	12.5	12.5	8.33	8.33	8.33	12.5	12.5	12.5	8.33	12.5	37.5	25.0	20.83	0.0	12.5	37.5	37.5	37.5	37.5	37.5	37.5
M00567	Methanogenesis, CO2 => methane	Methane metabolism	6.25	0.0	6.25	6.25	6.25	6.25	6.25	6.25	4.17	6.25	6.25	6.25	4.17	4.17	4.17	6.25	6.25	6.25	4.17	6.25	6.25	0.0	4.17	0.0	6.25	6.25	6.25	6.25	6.25	6.25	6.25
M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	Methane metabolism	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	16.67	33.33	33.33	16.67	33.33	16.67	33.33	33.33	16.67	33.33	33.33	16.67	16.67	0.0	16.67	16.67	33.33	0.0	0.0	0.0	0.0	0.0
M00175	Nitrogen fixation, nitrogen => ammonia	Nitrogen metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
M00528	Nitrification, ammonia => nitrite	Nitrogen metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00529	Denitrification, nitrate => nitrogen	Nitrogen metabolism	16.67	0.0	62.5	62.5	50.0	54.17	50.0	25.0	79.17	16.67	16.67	16.67	79.17	0.0	0.0	0.0	0.0	79.17	0.0	79.17	0.0	37.5	0.0	12.5	0.0	37.5	62.5	62.5	62.5	25.0	62.5
M00530	Dissimilatory nitrate reduction, nitrate => ammonia	Nitrogen metabolism	33.33	0.0	0.0	0.0	0.0	33.33	0.0	0.0	58.33	58.33	58.33	58.33	58.33	0.0	25.0	0.0	0.0	33.33	0.0	58.33	0.0	25.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
M00531	Assimilatory nitrate reduction, nitrate => ammonia	Nitrogen metabolism	50.0	50.0	50.0	50.0	0.0	50.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	0.0	50.0	50.0	50.0
M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate	Nitrogen metabolism	16.67	0.0	0.0	0.0	0.0	16.67	0.0	0.0	16.67	16.67	16.67	16.67	16.67	0.0	0.0	0.0	0.0	16.67	0.0	16.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00027	GABA (gamma-Aminobutyrate) shunt	Other amino acid metabolism	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	33.33	66.67	66.67	66.67	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67
M00118	Glutathione biosynthesis, glutamate => glutathione	Other amino acid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	50.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin	Other amino acid metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00012	Glyoxylate cycle	Other carbohydrate metabolism	20.0	20.0	20.0	40.0	40.0	20.0	40.0	20.0	40.0	40.0	20.0	20.0	40.0	0.0	20.0	0.0	0.0	20.0	0.0	0.0	20.0	20.0	20.0	40.0	100.0	20.0	20.0	20.0	20.0	20.0	20.0
M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Other carbohydrate metabolism	0.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	0.0	20.0	40.0	20.0	20.0	20.0	20.0	20.0
M00014	Glucuronate pathway (uronate pathway)	Other carbohydrate metabolism	0.0	12.5	12.5	12.5	12.5	12.5	25.0	12.5	25.0	37.5	37.5	25.0	37.5	25.0	25.0	25.0	12.5	12.5	12.5	12.5	37.5	12.5	37.5	12.5	25.0	25.0	25.0	12.5	25.0	25.0	25.0
M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Other carbohydrate metabolism	0.0	0.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	20.0	0.0	20.0	20.0	20.0	20.0	20.0	20.0	80.0	60.0	20.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
M00081	Pectin degradation	Other carbohydrate metabolism	0.0	0.0	33.33	33.33	0.0	33.33	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	Other carbohydrate metabolism	55.56	37.5	44.44	44.44	44.44	44.44	44.44	44.44	44.44	66.67	55.56	55.56	44.44	44.44	44.44	44.44	44.44	25.0	44.44	44.44	66.67	55.56	62.5	44.44	55.56	62.5	50.0	50.0	37.5	44.44	50.0
M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Other carbohydrate metabolism	0.0	14.29	14.29	14.29	14.29	14.29	28.57	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29	14.29
M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	Other carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Other carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	50.0	25.0	25.0	0.0	25.0	25.0	25.0	25.0	0.0	25.0
M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	Other carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00373	Ethylmalonyl pathway	Other carbohydrate metabolism	22.22	11.11	15.0	15.0	15.0	15.0	15.0	15.0	22.22	11.11	11.11	11.11	11.11	11.11	11.11	22.22	11.11	11.11	11.11	11.11	22.22	44.44	55.56	20.0	20.0	55.56	55.56	55.56	55.56	55.56	55.56
M00532	Photorespiration	Other carbohydrate metabolism	18.75	31.25	31.25	31.25	43.75	31.25	31.25	31.25	43.75	43.75	43.75	43.75	28.12	33.33	33.33	33.33	33.33	33.33	33.33	44.44	22.22	40.62	37.5	18.75	21.88	44.44	18.75	31.25	18.75	59.38	18.75
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Other carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
